prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,08:20               ,08:38               ,F,0:18                ,37388,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:18                ,0:18                ,1:30                ,"20,0%               ",0:43                ,0:38                ,,,18,18.0,90.0,20.0
,,08:38               ,10:20               ,F,1:42                ,36260,"1,04 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:19                ,"157,9%              ",,,,,102,30.0,19.0,157.9
,,10:21               ,14:44               ,F,3:38                ,37540,"1,01 W  STEUERRIEMEN-SATZ AUSTAUSCH",3:06                ,3:06                ,3:38                ,"85,3%               ",6:04                ,5:59                ,AP,,218,186.0,218.0,85.3
,,14:45               ,16:55               ,F,2:10                ,31,"3,01 I  Ebner Patrick",--                  ,,,,8:15                ,8:09                ,AP,,130,0.0,0.0,0.0
,,08:06               ,09:36               ,F,1:30                ,219143,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,90,30.0,22.0,136.4
,,09:42               ,10:42               ,F,1:00                ,312940,"1,06 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:06                ,0:06                ,1:24                ,"7,1%                ",,,,,60,6.0,84.0,7.1
,,10:42               ,11:27               ,F,0:45                ,312902,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN Jahr 5",1:00                ,1:00                ,0:37                ,"162,2%              ",,,,,45,60.0,37.0,162.2
,,11:28               ,13:25               ,F,1:12                ,218254,"2,01 W  Inspektion nach 5 Jahren 95000 km",1:06                ,1:06                ,1:01                ,"108,2%              ",,,,,72,66.0,61.0,108.2
,,13:25               ,14:49               ,F,1:24                ,312980,"1,03 W  Motor - Ölverlust prüfen",0:30                ,0:04                ,0:16                ,"25,0%               ",,,,,84,30.0,16.0,25.0
,,14:49               ,15:27               ,F,0:38                ,312905,"1,01 W  Vormontage 4 Räder inkl. wuchten",0:54                ,0:54                ,0:38                ,"142,1%              ",6:41                ,6:29                ,AP,,38,54.0,38.0,142.1
,,15:27               ,15:49               ,F,0:22                ,312953,"1,01 W  Vormontage 4 Räder",0:54                ,0:17                ,0:14                ,"121,4%              ",,,,,22,54.0,14.0,121.4
,,15:50               ,16:09               ,F,0:19                ,313004,"1,04 W  Vormontage 4 Räder",0:54                ,0:20                ,0:12                ,"166,7%              ",,,,,19,54.0,12.0,166.7
,,16:09               ,16:44               ,F,0:35                ,312909,"1,01 I  Ablieferungsdurchsicht - Technik",0:24                ,0:14                ,0:15                ,"93,3%               ",,,,,35,24.0,15.0,93.3
,,07:53               ,08:03               ,F,0:10                ,37003,"1,01 W  Vormontage 4 Räder",0:54                ,0:03                ,0:06                ,"50,0%               ",,,,,10,54.0,6.0,50.0
,,09:22               ,10:49               ,F,1:27                ,37382,"1,05 W  Vormontage 4 Räder",0:54                ,0:51                ,1:27                ,"58,6%               ",2:56                ,2:56                ,,,87,54.0,87.0,58.6
,,10:49               ,11:59               ,F,1:10                ,36540,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,70,0.0,0.0,0.0
,,14:30               ,15:26               ,F,0:55                ,35382,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:34                ,"88,2%               ",,,,,55,30.0,34.0,88.2
,,07:55               ,09:43               ,F,1:48                ,219050,"1,02 W  einbauen",5:00                ,1:09                ,1:48                ,"63,9%               ",1:49                ,1:48                ,,,108,300.0,108.0,63.9
,,09:44               ,11:49               ,F,2:05                ,219042,"1,04 W  DIAGNOSE / FC auselsen u löschen",0:18                ,0:11                ,0:14                ,"78,6%               ",,,,,125,18.0,14.0,78.6
,,11:49               ,12:47               ,F,0:14                ,31,"9,05 I  Stabel Viktor",--                  ,,,,4:08                ,4:07                ,AP,,14,0.0,0.0,0.0
,,12:48               ,13:09               ,F,0:22                ,312952,"1,01 I  107 Punkte Check Spoticar",0:30                ,0:18                ,0:16                ,"112,5%              ",,,,,22,30.0,16.0,112.5
,,13:09               ,13:24               ,F,0:14                ,312730,"2,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:13                ,0:08                ,"162,5%              ",,,,,14,30.0,8.0,162.5
,,13:24               ,13:42               ,F,0:18                ,312730,"2,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:17                ,0:11                ,"154,5%              ",,,,,18,30.0,11.0,154.5
,,13:43               ,13:58               ,F,0:15                ,312952,"1,01 I  107 Punkte Check Spoticar",0:30                ,0:12                ,0:11                ,"109,1%              ",,,,,15,30.0,11.0,109.1
,,13:58               ,15:24               ,F,1:26                ,312964,"1,01 I  107 Punkte Check Spoticar",0:30                ,0:30                ,0:53                ,"56,6%               ",,,,,86,30.0,53.0,56.6
,,15:27               ,15:49               ,F,0:23                ,312953,"1,01 W  Vormontage 4 Räder",0:54                ,0:16                ,0:13                ,"123,1%              ",,,,,23,54.0,13.0,123.1
,,15:49               ,16:00               ,F,0:11                ,313004,"1,04 W  Vormontage 4 Räder",0:54                ,0:10                ,0:06                ,"166,7%              ",,,,,11,54.0,6.0,166.7
,,16:00               ,16:45               ,F,0:44                ,312908,"1,01 I  Ablieferungsdurchsicht - Technik",0:24                ,0:14                ,0:19                ,"73,7%               ",,,,,44,24.0,19.0,73.7
,,07:53               ,08:17               ,F,0:24                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,0:24                ,0:24                ,,,24,0.0,0.0,0.0
,,08:17               ,15:03               ,F,6:01                ,312302,"1,06 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:24                ,0:03                ,3:10                ,"1,6%                ",,,,,361,24.0,190.0,1.6
,,15:04               ,16:45               ,F,1:41                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:07                ,8:06                ,AP,,101,0.0,0.0,0.0
,,08:21               ,09:36               ,F,1:15                ,213970,"1,01 W  Zwischeninspektion durchführen",0:30                ,0:30                ,0:24                ,"125,0%              ",,,,,75,30.0,24.0,125.0
,,10:23               ,11:28               ,F,1:05                ,35347,"1,02 W  Inspektion, Zeitpunkt nach 8 Jahren",1:06                ,1:06                ,0:21                ,"314,3%              ",,,,,65,66.0,21.0,314.3
,,11:28               ,15:00               ,F,2:47                ,218118,"1,01 W  Inspektion nach 3 Jahren",1:06                ,1:06                ,0:53                ,"124,5%              ",,,,,167,66.0,53.0,124.5
,,15:00               ,17:24               ,F,2:24                ,218119,"1,04 G  ECU-Update",0:18                ,0:18                ,2:24                ,"12,5%               ",8:38                ,8:35                ,AP,,144,18.0,144.0,12.5
,,07:49               ,08:18               ,F,0:29                ,218398,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:24                ,"125,0%              ",,,,,29,30.0,24.0,125.0
,,08:20               ,09:32               ,F,1:12                ,36259,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,72,0.0,0.0,0.0
,,09:32               ,09:34               ,F,0:02                ,36979,"1,01 I  Vormontage 4 Räder",0:54                ,0:01                ,0:01                ,"100,0%              ",,,,,2,54.0,1.0,100.0
,,09:38               ,10:15               ,F,0:36                ,37532,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:36                ,"83,3%               ",,,,,36,30.0,36.0,83.3
,,10:15               ,10:48               ,F,0:33                ,37536,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:33                ,"90,9%               ",,,,,33,30.0,33.0,90.9
,,10:48               ,11:18               ,F,0:30                ,37289,"1,02 I  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:25                ,"120,0%              ",,,,,30,30.0,25.0,120.0
,,11:18               ,12:51               ,F,0:49                ,36266,"1,03 W  Fahrzeug Oberwäsche",0:06                ,0:06                ,0:04                ,"150,0%              ",,,,,49,6.0,4.0,150.0
,,12:59               ,13:21               ,F,0:21                ,37112,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:17                ,"176,5%              ",,,,,21,30.0,17.0,176.5
,,13:37               ,14:09               ,F,0:32                ,219285,"1,01 I  100 Punkte Check Hyundai",0:30                ,0:30                ,0:32                ,"93,8%               ",,,,,32,30.0,32.0,93.8
,,15:03               ,16:10               ,F,1:06                ,36979,"1,01 I  Vormontage 4 Räder",0:54                ,0:53                ,0:40                ,"132,5%              ",,,,,66,54.0,40.0,132.5
,,08:00               ,17:29               ,F,8:44                ,36753,"1,07 G  LIH-Motor TSB (21-E-3665) E222006170",6:36                ,2:29                ,13:24               ,"18,5%               ",,,,,524,396.0,804.0,18.5
,,07:58               ,09:16               ,F,1:18                ,36110,"1,03 W  Lichttest",0:12                ,0:12                ,0:07                ,"171,4%              ",,,,,78,12.0,7.0,171.4
,,09:16               ,12:48               ,F,2:47                ,36760,"1,02 W  AUSTAUSCH 2 BREMSSCHEIBEN VO",0:57                ,0:57                ,0:59                ,"96,6%               ",,,,,167,57.0,59.0,96.6
,,12:49               ,13:58               ,F,1:10                ,36868,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:23                ,"104,3%              ",,,,,70,24.0,23.0,104.3
,,13:59               ,15:43               ,F,1:44                ,36857,"1,02 W  NEBENAGGREGATE",0:24                ,0:18                ,0:52                ,"34,6%               ",,,,,104,24.0,52.0,34.6
,,15:43               ,16:45               ,F,1:03                ,37474,"1,01 W  2 Reifen ersetzen - incl. wuchten",0:36                ,0:32                ,1:03                ,"50,8%               ",8:06                ,8:01                ,AP,,63,36.0,63.0,50.8
,,07:48               ,08:33               ,F,0:45                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:45                ,0:45                ,,,45,0.0,0.0,0.0
,,08:33               ,09:55               ,F,1:21                ,312815,"1,05 G  GEPRUEFT PRAEVENTIVMASSNAHME",0:06                ,0:06                ,0:18                ,"33,3%               ",,,,,81,6.0,18.0,33.3
,,09:55               ,10:17               ,F,0:22                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,2:30                ,2:29                ,,,22,0.0,0.0,0.0
,,07:58               ,08:23               ,F,0:25                ,36865,"1,05 G  ECM-Programmierung",0:24                ,0:24                ,2:05                ,"19,2%               ",0:25                ,0:25                ,,,25,24.0,125.0,19.2
,,08:23               ,08:44               ,F,0:21                ,37148,"4,03 W  Diagnose-Batterie",1:00                ,0:47                ,0:21                ,"223,8%              ",0:46                ,0:45                ,,,21,60.0,21.0,223.8
,,08:44               ,09:05               ,F,0:21                ,37148,"3,03 W  Diagnose-Geräusch und beseitigen",2:06                ,0:15                ,0:21                ,"71,4%               ",1:07                ,1:06                ,,,21,126.0,21.0,71.4
,,09:05               ,09:25               ,F,0:20                ,36061,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:18                ,0:18                ,1:40                ,"18,0%               ",1:27                ,1:26                ,,,20,18.0,100.0,18.0
,,09:26               ,10:12               ,F,0:46                ,218849,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:17                ,"176,5%              ",,,,,46,30.0,17.0,176.5
,,10:52               ,11:41               ,F,0:49                ,219340,"1,02 W  Sonderleistung Mechanik",1:00                ,1:00                ,0:49                ,"122,4%              ",3:43                ,3:01                ,,,49,60.0,49.0,122.4
,,11:41               ,12:52               ,F,0:26                ,37032,"1,06 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:12                ,0:03                ,0:36                ,"8,3%                ",,,,,26,12.0,36.0,8.3
,,12:52               ,13:02               ,F,0:10                ,37032,"1,06 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:12                ,0:05                ,0:50                ,"10,0%               ",4:20                ,3:38                ,AP,,10,12.0,50.0,10.0
,,13:03               ,13:20               ,F,0:17                ,37032,"1,06 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:12                ,0:04                ,0:44                ,"9,1%                ",,,,,17,12.0,44.0,9.1
,,13:20               ,13:42               ,F,0:22                ,36896,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,1:50                ,"21,8%               ",4:59                ,4:16                ,AP,,22,24.0,110.0,21.8
,,14:02               ,14:32               ,F,0:29                ,36897,"1,05 G  ECM-Programmierung",0:24                ,0:24                ,2:25                ,"16,6%               ",5:49                ,4:46                ,AP,,29,24.0,145.0,16.6
,,14:32               ,15:05               ,F,0:33                ,37016,"1,03 W  Schlüssel programmieren",0:30                ,0:30                ,0:24                ,"125,0%              ",,,,,33,30.0,24.0,125.0
,,15:06               ,16:01               ,F,0:55                ,219156,"1,06 W  Bremse prüfen",0:36                ,0:28                ,0:55                ,"50,9%               ",7:18                ,6:14                ,AP,,55,36.0,55.0,50.9
,,16:01               ,16:14               ,F,0:13                ,219156,"1,15 W  Lichttest",0:12                ,0:09                ,0:13                ,"69,2%               ",7:32                ,6:27                ,AP,,13,12.0,13.0,69.2
,,16:15               ,16:46               ,F,0:32                ,37017,"1,05 W  Diagnose",1:30                ,0:32                ,0:32                ,"100,0%              ",8:03                ,6:59                ,AP,,32,90.0,32.0,100.0
,,08:08               ,08:26               ,F,0:18                ,35713,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:18                ,0:18                ,1:30                ,"20,0%               ",0:23                ,0:18                ,,,18,18.0,90.0,20.0
,,08:26               ,08:28               ,F,0:02                ,219225,"1,05 G  SCU Update",0:18                ,0:03                ,0:02                ,"150,0%              ",0:25                ,0:20                ,,,2,18.0,2.0,150.0
,,08:28               ,08:33               ,F,0:05                ,219336,"1,04 G  DIAGNOSTIC TOOL OPERATION",0:18                ,0:01                ,0:01                ,"100,0%              ",,,,,5,18.0,1.0,100.0
,,08:33               ,08:44               ,F,0:11                ,219225,"1,05 G  SCU Update",0:18                ,0:15                ,0:11                ,"136,4%              ",0:41                ,0:36                ,,,11,18.0,11.0,136.4
,,08:44               ,09:07               ,F,0:23                ,219223,"1,01 I  100 Punkte Check Hyundai",0:30                ,0:30                ,0:23                ,"130,4%              ",1:04                ,0:59                ,,,23,30.0,23.0,130.4
,,09:07               ,10:48               ,F,1:41                ,219325,"1,04 G  GDS-Grundprüfung: Keine",0:06                ,0:04                ,0:14                ,"28,6%               ",,,,,101,6.0,14.0,28.6
,,10:48               ,13:06               ,F,1:33                ,218980,"1,04 G  NE Zusatzbedinungsanleitung für FCA mit",0:06                ,0:06                ,0:06                ,"100,0%              ",,,,,93,6.0,6.0,100.0
,,13:06               ,13:54               ,F,0:47                ,219165,"3,06 G  Treibermoduls",0:18                ,0:13                ,0:47                ,"27,7%               ",5:06                ,5:00                ,AP,,47,18.0,47.0,27.7
,,13:54               ,15:01               ,F,1:07                ,218913,"1,03 W  Diagnose-Heckklappen Öfnung,Taster a+e",0:24                ,0:24                ,0:33                ,"72,7%               ",,,,,67,24.0,33.0,72.7
,,15:01               ,16:01               ,F,1:00                ,219354,"1,02 W  Diagnoseblatt erforderlich",0:48                ,0:48                ,1:00                ,"80,0%               ",7:13                ,7:07                ,AP,,60,48.0,60.0,80.0
,,16:01               ,16:58               ,F,0:57                ,37544,"1,05 W  BATTERIE GEPRUEFT AM FAHRZEUG",0:06                ,0:06                ,0:19                ,"31,6%               ",,,,,57,6.0,19.0,31.6
,,07:56               ,10:41               ,F,2:45                ,36808,"1,01 W  Bremsscheibe vorn ersetzen - beide",0:42                ,0:42                ,0:33                ,"127,3%              ",,,,,165,42.0,33.0,127.3
,,10:44               ,10:46               ,F,0:03                ,34759,"2,01 I  Intern Werkstatt",0:06                ,0:06                ,0:03                ,"200,0%              ",2:52                ,2:48                ,,,3,6.0,3.0,200.0
,,10:47               ,15:35               ,F,4:04                ,37395,"1,06 W  Zahnriemen ersetzen+Systemreinigung",5:36                ,5:36                ,4:04                ,"137,7%              ",6:56                ,6:52                ,AP,,244,336.0,244.0,137.7
,,07:54               ,08:21               ,F,0:26                ,312909,"1,01 I  Ablieferungsdurchsicht - Technik",0:24                ,0:10                ,0:11                ,"90,9%               ",,,,,26,24.0,11.0,90.9
,,08:21               ,15:16               ,F,6:10                ,312920,"1,01 I  AHK nachrüsten",7:00                ,7:00                ,6:10                ,"113,5%              ",6:36                ,6:36                ,AP,,370,420.0,370.0,113.5
,,09:18               ,09:19               ,F,0:01                ,36400,"1,03 W  Montage 4 Räder",0:54                ,0:01                ,0:01                ,"100,0%              ",,,,,1,54.0,1.0,100.0
,,09:20               ,10:42               ,F,1:23                ,36400,"1,03 W  Montage 4 Räder",0:54                ,0:53                ,0:44                ,"120,5%              ",,,,,83,54.0,44.0,120.5
,,10:43               ,11:30               ,F,0:48                ,36822,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:16                ,"187,5%              ",,,,,48,30.0,16.0,187.5
,,11:31               ,12:50               ,F,0:34                ,36090,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:21                ,"142,9%              ",,,,,34,30.0,21.0,142.9
,,15:08               ,15:39               ,F,0:32                ,37300,"1,04 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:20                ,"150,0%              ",,,,,32,30.0,20.0,150.0
,,07:55               ,08:25               ,F,0:30                ,312908,"1,01 I  Ablieferungsdurchsicht - Technik",0:24                ,0:10                ,0:14                ,"71,4%               ",,,,,30,24.0,14.0,71.4
,,08:25               ,08:49               ,F,0:24                ,312884,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:15                ,"200,0%              ",,,,,24,30.0,15.0,200.0
,,08:57               ,09:22               ,F,0:25                ,313004,"1,04 W  Vormontage 4 Räder",0:54                ,0:25                ,0:15                ,"166,7%              ",,,,,25,54.0,15.0,166.7
,,09:22               ,09:36               ,F,0:13                ,31,"9,05 I  Stabel Viktor",--                  ,,,,1:41                ,1:32                ,,,13,0.0,0.0,0.0
,,09:36               ,10:39               ,F,1:03                ,312933,"1,04 W  Sensoren provisorisch befestigen für",0:18                ,0:07                ,0:13                ,"53,8%               ",,,,,63,18.0,13.0,53.8
,,10:51               ,11:41               ,F,0:50                ,312941,"1,03 W  Jahren",1:12                ,1:12                ,0:38                ,"189,5%              ",,,,,50,72.0,38.0,189.5
,,11:41               ,13:03               ,F,0:37                ,31,"9,05 I  Stabel Viktor",--                  ,,,,4:23                ,4:01                ,AP,,37,0.0,0.0,0.0
,,13:03               ,13:39               ,F,0:36                ,312943,"1,04 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:30                ,"100,0%              ",,,,,36,30.0,30.0,100.0
,,13:39               ,15:05               ,F,1:26                ,312963,"1,03 W  Diagnosezeit",0:24                ,0:24                ,0:29                ,"82,8%               ",,,,,86,24.0,29.0,82.8
,,10:03               ,10:31               ,F,0:29                ,312886,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:18                ,"166,7%              ",,,,,29,30.0,18.0,166.7
,,10:31               ,11:28               ,F,0:57                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,3:34                ,3:30                ,,,57,0.0,0.0,0.0
,,11:29               ,13:19               ,F,1:05                ,312951,"1,03 W  FEHLERSUCHE DIAGNOSE - 6",0:36                ,0:26                ,0:23                ,"113,0%              ",,,,,65,36.0,23.0,113.0
,,13:46               ,14:13               ,F,0:27                ,312951,"1,03 W  FEHLERSUCHE DIAGNOSE - 6",0:36                ,0:10                ,0:09                ,"111,1%              ",,,,,27,36.0,9.0,111.1
,,14:13               ,14:26               ,F,0:12                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,5:46                ,5:41                ,AP,,12,0.0,0.0,0.0
,,16:07               ,16:21               ,F,0:14                ,313019,"1,02 W  Diagnosezeit",1:24                ,0:15                ,0:14                ,"107,1%              ",7:42                ,7:02                ,AP,,14,84.0,14.0,107.1
,,16:21               ,16:59               ,F,0:37                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:19                ,7:39                ,AP,,37,0.0,0.0,0.0
,,08:15               ,11:03               ,F,2:48                ,219052,"1,05 W  hinterlegt",0:06                ,0:03                ,0:09                ,"33,3%               ",,,,,168,6.0,9.0,33.3
,,13:12               ,14:13               ,F,1:01                ,37147,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:33                ,"181,8%              ",,,,,61,60.0,33.0,181.8
,,08:26               ,10:11               ,F,1:45                ,35477,"1,05 W  Jahren ohne SWSW und Zündkerzen",1:06                ,1:06                ,0:36                ,"183,3%              ",,,,,105,66.0,36.0,183.3
,,10:11               ,10:44               ,F,0:33                ,37528,"2,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:16                ,"187,5%              ",,,,,33,30.0,16.0,187.5
,,10:45               ,13:40               ,F,2:10                ,218682,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:23                ,"130,4%              ",,,,,130,30.0,23.0,130.4
,,13:40               ,14:08               ,F,0:29                ,218959,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:24                ,"125,0%              ",,,,,29,30.0,24.0,125.0
,,14:34               ,15:09               ,F,0:35                ,219161,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,35,30.0,22.0,136.4
,,15:09               ,15:30               ,F,0:21                ,218955,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:13                ,"230,8%              ",,,,,21,30.0,13.0,230.8
,,15:31               ,16:02               ,F,0:31                ,219194,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:18                ,"166,7%              ",,,,,31,30.0,18.0,166.7
,,08:15               ,10:57               ,F,2:42                ,36753,"1,07 G  LIH-Motor TSB (21-E-3665) E222006170",6:36                ,0:46                ,4:08                ,"18,5%               ",,,,,162,396.0,248.0,18.5
,,07:49               ,08:50               ,F,1:01                ,36857,"1,02 W  NEBENAGGREGATE",0:24                ,0:06                ,0:17                ,"35,3%               ",,,,,61,24.0,17.0,35.3
,,08:50               ,10:24               ,F,1:34                ,35364,"1,01 W  Inspektion, Zeitpunkt nach 4 Jahren",1:12                ,1:12                ,0:56                ,"128,6%              ",,,,,94,72.0,56.0,128.6
,,13:10               ,14:19               ,F,1:09                ,37177,"1,02 W  Inspektion, Zeitpunkt nach 11 Jahren",0:54                ,0:37                ,0:30                ,"123,3%              ",,,,,69,54.0,30.0,123.3
,,14:19               ,15:17               ,F,0:58                ,37383,"1,02 W  AUSTAUSCH BREMSBELAEGE VO",0:36                ,0:36                ,0:58                ,"62,1%               ",6:43                ,6:42                ,AP,,58,36.0,58.0,62.1
,,15:41               ,16:46               ,F,1:06                ,219116,"1,03 W  Sicherheits-Check",0:30                ,0:30                ,0:47                ,"63,8%               ",,,,,66,30.0,47.0,63.8
,,07:52               ,07:56               ,F,0:05                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:05                ,0:05                ,,,5,0.0,0.0,0.0
,,10:33               ,13:47               ,F,2:29                ,312930,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:39                ,"76,9%               ",,,,,149,30.0,39.0,76.9
,,13:47               ,14:58               ,F,1:12                ,312945,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:45                ,"66,7%               ",,,,,72,30.0,45.0,66.7
,,15:50               ,16:21               ,F,0:31                ,312934,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:23                ,"130,4%              ",,,,,31,30.0,23.0,130.4
,,07:59               ,08:41               ,F,0:41                ,219156,"1,13 W  Vorführung zur Abgas-Untersuchung (AU)",0:36                ,0:26                ,0:41                ,"63,4%               ",0:42                ,0:41                ,,,41,36.0,41.0,63.4
,,08:41               ,09:38               ,F,0:58                ,37017,"1,05 W  Diagnose",1:30                ,0:58                ,0:58                ,"100,0%              ",1:40                ,1:39                ,,,58,90.0,58.0,100.0
,,09:39               ,10:21               ,F,0:42                ,37090,"3,03 W  Diagnoseblatt erforderlich",1:30                ,1:30                ,0:42                ,"214,3%              ",2:22                ,2:21                ,,,42,90.0,42.0,214.3
,,12:53               ,14:05               ,F,1:13                ,36924,"2,02 I  FEHLERSUCHE DIAGNOSE - 15",1:12                ,1:12                ,1:13                ,"98,6%               ",5:22                ,5:20                ,AP,,73,72.0,73.0,98.6
,,14:06               ,14:16               ,F,0:11                ,37410,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:16                ,0:09                ,"177,8%              ",,,,,11,30.0,9.0,177.8
,,14:17               ,15:22               ,F,1:05                ,37410,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:14                ,0:08                ,"175,0%              ",,,,,65,30.0,8.0,175.0
,,15:23               ,16:41               ,F,1:19                ,219156,"1,07 W  Diagnose-ABS",0:36                ,0:25                ,0:33                ,"75,8%               ",,,,,79,36.0,33.0,75.8
,,16:42               ,17:01               ,F,0:19                ,37671,"1,08 G  Zusätzliche Arbeit beim Ersetzen von",2:00                ,0:14                ,0:19                ,"73,7%               ",8:17                ,8:14                ,AP,,19,120.0,19.0,73.7
,,08:03               ,08:42               ,F,0:40                ,219325,"1,04 G  GDS-Grundprüfung: Keine",0:06                ,0:02                ,0:06                ,"33,3%               ",,,,,40,6.0,6.0,33.3
,,08:42               ,08:48               ,F,0:05                ,218351,"1,04 I  störungsrelevanten Fehlercodes",--                  ,,,,,,,,5,0.0,0.0,0.0
,,08:48               ,10:06               ,F,1:18                ,36867,"1,05 G  Arbeit",0:18                ,0:18                ,10:24               ,"2,9%                ",2:06                ,2:03                ,,,78,18.0,624.0,2.9
,,10:06               ,10:32               ,F,0:26                ,36898,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,2:10                ,"18,5%               ",2:31                ,2:29                ,,,26,24.0,130.0,18.5
,,10:32               ,10:38               ,F,0:07                ,218351,"1,04 I  störungsrelevanten Fehlercodes",--                  ,,,,,,,,7,0.0,0.0,0.0
,,10:39               ,11:12               ,F,0:33                ,36960,"1,05 G  EINGRIFF VORSORGEMASSNAHME MIT FERNLADEN",0:24                ,0:24                ,2:45                ,"14,5%               ",3:11                ,3:09                ,,,33,24.0,165.0,14.5
,,11:13               ,11:44               ,F,0:32                ,219358,"1,03 [Position fehlt!]",??                  ,,,,,,,,32,0.0,0.0,0.0
,,11:44               ,13:15               ,F,0:45                ,219395,"1,04 G  DIAGNOSEWERKZEUGBETRIEB",0:18                ,0:07                ,0:27                ,"25,9%               ",,,,,45,18.0,27.0,25.9
,,13:15               ,14:18               ,F,1:03                ,219357,"1,01 I  Vormontage 4 Räder intern",0:54                ,0:54                ,0:38                ,"142,1%              ",,,,,63,54.0,38.0,142.1
,,14:18               ,14:53               ,F,0:35                ,219172,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:19                ,0:16                ,"118,8%              ",,,,,35,30.0,16.0,118.8
,,14:54               ,15:15               ,F,0:21                ,219172,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:11                ,0:09                ,"122,2%              ",,,,,21,30.0,9.0,122.2
